Question	A	B	C	D	Réponse correcte	GenRes
"**Question :**
Quelle est la description de la faille CWE-290 ?

**A.** Authentification contournée par usurpation
**B.** Accès contrôlé
**C.** Contournement du mécanisme de protection
**D.** Gain de privilèges / usurpation d'identité

**"	A**					C
"Question : Quelle est la conséquence commune de l'exploitation de CVE-291 ?
A. Fuite d'informations
B. Accès non autorisé
C. Déni de service
D. Altération de données"	B					Flagged
"Question : Quelle est la relation entre les faiblesses CWE-292 et CWE-293 ?

A. Enfants
B. Pairs
C. Nécessite
D. Mappage"	B					D
"Question : Quel type d'attaque est décrite dans le texte ?
A. DNS Spoofing
B. Spoofing de l'adresse IP
C. Usurpation d'identité du référent
D. Attaque par déni de service"	A					Flagged
"Quelle est la mitigation potentielle décrite dans le texte ?

A. Utilisation d'un nom d'utilisateur et d'un mot de passe
B. Vérification de l'authenticité des demandes HTTP
C. Utilisation d'un certificat
D. Modification du champ referer dans les requêtes HTML"	A					Flagged
"Question : Laquelle des affirmations suivantes est une mitigation potentielle des attaques de capture-rejeu ?

A. Utiliser une séquence ou un horodatage avec une somme de contrôle pour garantir que les messages ne peuvent être traités qu'une seule fois
B. Signer les messages avec de la cryptographie pour garantir que les numéros de séquence ne sont pas modifiés
C. Autoriser les utilisateurs à écouter le trafic réseau
D. Contourner l'authentification en rejouant le trafic réseau d'origine"	A					Flagged
"Question : Quelle est la conséquence commune de l'exploitation de la vulnérabilité CWE-296 ?
A. Non-répudiation
B. Intégrité
C. Confidentialité
D. Disponibilité"	A					Flagged
"Question : Quelle est une mitigation potentielle pour l'exemple présenté ?
A. Architecture et conception
B. Implémentation
C. Autres notes
D. Relations"	A					Flagged
"**Question :**

Quel est le numéro d'identification de la faiblesse (Weakness ID) mentionnée dans le texte ?

A. 1000531
B. 436
C. 297
D. 699434

**"	** C					Flagged
"Question :
De quelle faiblesse CWE s'agit-il lorsque l'expiration d'un certificat n'est pas prise en compte dans la validation ?

A. CWE-298
B. CWE-345
C. CWE-370
D. CWE-599"	A					Flagged
"Question : Quelle est la catégorie CWSS associée à la vulnérabilité ""OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management711940"" ?
A. CWE-299
B. CWE-322
C. CWE-724
D. CWE-754"	C					Flagged
"Question :  Laquelle des déclarations suivantes décrit le plus précisément l'avantage d'une vérification incorrecte de la révocation de certificat ?
A. Elle peut permettre un accès malveillant.
B. Elle peut entraîner une authentification incorrecte.
C. Elle peut provoquer des erreurs de communication.
D. Elle peut ralentir les performances du système."	A					Flagged
"**Question :**

Quelle est la conséquence potentielle d'une attaque d'interception (man-in-the-middle) ?

**A.** Accès aux données de l'application
**B.** Modification des données de l'application
**C.** Gain de privilèges ou usurpation d'identité
**D.** Toutes les réponses ci-dessus

**"	D.**					Flagged
"Question : Quel élément de la liste suivante est un exemple d'attaque de réflexion ?
A. Utilisation de la confiance de REST dans la ressource système pour enregistrer un intermédiaire
B. Détournement de routage
C. Refus de service
D. Vérification automatique des signatures par défaut"	A					B
"Quelle est la fonction du code en C fourni dans le texte ?

A. Générer un condensé de message (hash)
B. Chiffrer un message
C. Vérifier une signature numérique
D. Générer une clé cryptographique"	A					A
"Question : De quelle manière les cookies peuvent être manipulés par les attaquants dans CWE-302 ?
A. Ils ne peuvent pas être manipulés
B. Leur valeur peut être modifiée côté client
C. Leur identifiant unique peut être réaffecté
D. Leur expiration peut être retardée"	B					B
"Question : Quel est le type de vulnérabilité décrite dans le texte ?
A. Déni de service
B. Authentification manquante
C. Authentification contournée
D. Cross-site scripting"	C					C
"**Question :** Quelle est la conséquence courante liée à la faiblesse CWE-306 ?

A. Déni de service
B. Contournement du mécanisme de protection
C. Fuite d'informations sensibles
D. Exécution de code arbitraire

**"	** B					B
"**Question :**

Dans le texte, quel est le principal avantage de l'analyse statique manuelle par rapport à l'analyse statique automatisée ?

**A.** Elle est plus efficace pour détecter les faiblesses liées à la conception et aux règles métier.
**B.** Elle peut analyser les fichiers de configuration liés.
**C.** Elle peut détecter les bibliothèques d'authentification couramment utilisées.
**D.** Elle a moins de faux positifs.

**"	A.**					A
"Quelle est l'atténuation potentielle pour la faille CVE-2008-6827 ?
A. Diviser le logiciel en zones anonymes, normales, privilégiées et administratives.
B. Identifier tous les canaux de communication potentiels et s'assurer qu'ils sont protégés.
C. Authentifier tous les utilisateurs avant de leur accorder l'accès à des fonctions critiques.
D. Utiliser un pare-feu pour bloquer les connexions non autorisées."	C					C
"**Question :**

Pour éviter les failles de sécurité, il est recommandé de :

A. Ne pas effectuer de contrôles d'authentification côté client
B. Dupliquer les contrôles d'authentification côté client et côté serveur
C. Utiliser des routines d'authentification personnalisées
D. Autoriser les utilisateurs non authentifiés à se connecter à tous les ports

**"	** B					B
"Question : Quel membre du personnel d'assistance a compromis 33 comptes de célébrités et de politiciens sur Twitter ?
A. Kim Zetter
B. Un attaquant
C. Le code extrait d'une méthode doPost()
D. L'utilisateur du code C/C++"	B					B
"**Question :**

Selon le texte, quelle mesure peut être prise pour limiter les tentatives d'authentification ?

A. Déconnexion de l'utilisateur après un certain nombre d'échecs
B. Activation d'une tâche de calcul pour l'utilisateur
C. Nécessité d'un délai d'attente avant chaque tentative
D. Blocage du compte ciblé

**"	** A					A
"Quelle est la catégorie OWASP à laquelle appartient la vulnérabilité ""Improper Authentication"" ?

A. A1 - Injection Flaws
B. A3 - Broken Authentication and Session Management
C. A4 - XML External Entities (XXE)
D. A10 - Sensitive Data Exposure"	B					B
"Question : Quel langage de programmation est utilisé dans l'exemple Java dans le texte ?
A. Python
B. Java
C. C++
D. C#"	B					B
"Question : Quelle mesure doit être appliquée pour protéger un système de mots de passe contre la compromission ?
A. Utilisation d'un protocole de mot de passe à connaissance nulle
B. Stockage des mots de passe de manière sécurisée et non réversible
C. Mise en œuvre d'une fonctionnalité de vieillissement des mots de passe
D. Utilisation d'un mécanisme pour déterminer la force d'un mot de passe"	B					A
"Question : Quelle relation existe entre CWE-327 et CWE-310 ?
A. ChildOf
B. ParentOf
C. PeerOf
D. MemberOf"	B					A
"Question : Quelle est la principale conséquence de l'absence de chiffrement dans une application ?
A. Difficulté d'accès aux données sensibles
B. Vulnérabilité aux modifications de données
C. Violation de la confidentialité des données
D. Atteintes à l'intégrité des données"	C					C
"Question : La vulnérabilité CVE-2009-1603 concerne :
A. Le non-chiffrement de mots de passe dans une base de données
B. Le stockage de mots de passe en clair dans un fichier avec des permissions non sécurisées
C. L'utilisation d'un exposant public incorrect lors de la génération d'une clé RSA
D. Le stockage de mots de passe et d'identifiants en clair dans un cookie"	C					Flagged
"Question :

Le texte recommande de sélectionner des algorithmes cryptographiques qui sont :

A. Développés en interne
B. Certifiés par des organisations gouvernementales
C. Considérés comme faibles par les experts
D. Essentiellement nouveaux et non testés"	B					Flagged
"Question : Quel noeud est mappé à ""Insecure Cryptographic Storage"" dans OWASP Top Ten 2007 ?
A. 310
B. 719
C. 720
D. 327"	B					C
"Question :
Laquelle des vulnérabilités suivantes permet aux attaquants de lire les données d'application ?

A. Code d'application de sniffing passif
B. Manipulation du message API d'application via Man-in-the-Middle
C. Stockage en clair des données sensibles
D. Falsification de contenu par manipulation de l'API d'application"	C					Flagged
"Question : Dans quelle section du texte le terme ""Time of Introduction"" apparaît-il ?
A. Summary
B. Common Consequences
C. Architecture and Design
D. Demonstrative Examples"	C					D
"Question :
Quelle est la recommandation principale pour protéger les informations sensibles des fichiers de configuration ?
A. Les stocker en clair pour un accès facile
B. Les chiffrer pour empêcher les accès non autorisés
C. Les stocker sur des serveurs sécurisés uniquement
D. Les supprimer des fichiers de configuration"	B					Flagged
"Question : Quel est l'ID CWE associé à la faiblesse ""Plaintext Storage in a Cookie"" ?
A. 315
B. 316
C. 461
D. 1000458"	A					Flagged
"Question : Selon le texte, quel est l'un des risques associés au stockage de données sensibles en clair en mémoire ?
A. Difficulté d'exploitation accrue pour les attaquants
B. Risque de perte de confidentialité
C. Difficulté de récupération des données
D. Risque d'endommagement des données"	B					Flagged
"Question : Quelle action est recommandée pour atténuer les faiblesses CWE-318 et CWE-319 ?
A. Stocker les données sensibles dans des fichiers séparés
B. Supprimer les informations sensibles de la mémoire
C. Chiffrer les données sensibles
D. Utiliser des mots de passe forts"	C					Flagged
"Question : Quelle est la principale conséquence de la transmission de données sensibles en clair ?

A. Violation de l'intégrité
B. Violation de la confidentialité
C. Corruption des fichiers
D. Accélération de l'exploitation"	B					Flagged
"Question : Quel type d'outils peut être utilisé pour détecter des transmissions de données non chiffrées ?
A. Sniffers et analyseurs de protocole
B. Outils de test d'intrusion
C. Modèles de menaces
D. Testeurs interactifs"	A					Flagged
"Question : Selon le texte, quelles sont les faiblesses auxquelles les techniques automatisées strictes ne conviennent pas ?
A. Celles liées à la conception
B. Celles liées aux règles commerciales
C. Celles liées à la gestion des clés
D. A et B"	D					Flagged
"Question : Selon le texte, quelle est la conséquence de l'utilisation d'une clé partagée globale ?

A. Les utilisateurs peuvent usurper l'identité de l'administrateur.
B. Les attaquants peuvent pirater ou intercepter les sessions.
C. Les propriétaires de mauvaises clés peuvent décrypter les données.
D. Le produit peut se connecter automatiquement à des réseaux malveillants."	B					Flagged
"Question : Quel est le principal danger lié à l'utilisation de clés cryptographiques codées en dur ?
A. Risque de fuite de données
B. Risque d'accès non autorisé
C. Risque de falsification de données
D. Risque de perte de données"	B					Flagged
"Question :
Quel type d'attaque peut être possible si l'authentification ou son échec est ignoré ?
A. MitM
B. CSRF
C. Brute-force
D. Phishing"	A					Flagged
"Question : Selon le CWE (Common Weakness Enumeration), quel est le risque principal associé à la réutilisation de nonces ou de paires de clés dans le chiffrement ?
A. Déni de service
B. Contournement des mécanismes de protection
C. Injection de code
D. Corruption de données"	B					Flagged
"Question : Quelle est la principale vulnérabilité décrite dans le texte ?
A. Réutilisation de clés
B. Utilisation de valeurs invariants dans un contexte dynamique
C. Erreurs de gestion des clés
D. Absence de techniques d'unicité des nonces"	A					Flagged
"**Question :**
Quelle est la probabilité d'exploitation de la vulnérabilité CWE-325 ?

**A.** Élevée
**B.** Moyenne
**C.** Faible
**D.** Négligeable
**"	** C					Flagged
"**Question :**

Quelle est la principale raison pour laquelle les développeurs omettent parfois des étapes dans les algorithmes cryptographiques ?

**A.** Pour renforcer la sécurité
**B.** Pour améliorer la vitesse de traitement
**C.** Pour réduire les coûts de développement
**D.** Pour se conformer aux réglementations

**"	** B					B
"Question : Selon le texte, quelle est l'une des conséquences possibles de l'utilisation d'un algorithme cryptographique faible ou risqué ?

A. Fuite de données sensibles
B. Augmentation de la vitesse de traitement
C. Meilleure sécurité des données
D. Aucun des choix A, B ou C"	A					A
"Question : Laquelle des affirmations suivantes est vraie concernant les méthodes de détection d'un algorithme cryptographique défectueux ?
A. L'analyse automatisée peut être efficace si la bibliothèque cryptographique utilisée est obsolète.
B. L'analyse manuelle peut être plus efficace que l'analyse automatisée pour détecter les faiblesses liées à la conception.
C. Les fausses négatives ne peuvent pas se produire lors de l'utilisation de l'analyse automatisée.
D. Les outils et techniques nécessitant une analyse manuelle ne sont pas utiles pour détecter les algorithmes défectueux."	B					B
"**Question :**

Selon le texte, quelles sont les bonnes pratiques à suivre pour renforcer la cryptographie ?

A. Utiliser des algorithmes obsolètes
B. Développer ses propres algorithmes cryptographiques
C. Sélectionner un algorithme reconnu et bien testé
D. Laisser les clés cryptographiques non protégées

**"	** C					C
"Question : Selon le texte, quelle est une méthode recommandée pour éviter les faiblesses cryptographiques ?
A. Créer ses propres algorithmes cryptographiques
B. Utiliser des bibliothèques ou frameworks éprouvés
C. Ignorer les étapes de traitement gourmandes en ressources
D. Dépendre d'algorithmes anciens et obsolètes"	B					B
"**Question :** Parmi les vulnérabilités de sécurité énumérées dans le texte, laquelle concerne l'utilisation d'un hash unidirectionnel réversible ?

**A.** Réflexion d'attaque dans un protocole d'authentification
**B.** Utilisation d'algorithmes cryptographiques risqués
**C.** Exposition des informations par divergence temporelle
**D.** Utilisation d'un hash unidirectionnel avec un salt prévisible

**"	B**					D
"Question : Quelle est la faiblesse décrite dans le texte ?
A. Cryptage inadéquat
B. Algorithme cryptographique risqué
C. Hash réversible unidirectionnel
D. Attaque par force brute"	C					Flagged
"**Question :**

Quel est le principal risque lié à l'utilisation d'un IV non aléatoire avec le mode CBC ?

**A.** Attaques par dictionnaire
**B.** Tampering des données
**C.** Authentification compromise
**D.** Bypassing des mécanismes de protection

**"	A**					B
"Question :
Selon le texte, quelle est la principale préoccupation concernant l'utilisation du chiffrement CBC ?

A. Attaques par dictionnaire en raison d'une séquence de départ commune
B. Manque de protection de l'intégrité
C. Difficulté d'initialisation
D. Vulnérabilité aux attaques par force brute"	A					B
"Question : Quelle méthode de détection est utile lorsque le code source n'est pas disponible ?
A. Boîte noire
B. Boîte grise
C. Boîte blanche
D. Test de pénétration"	A					A
"Question : Quelle vulnérabilité découle du fait d'utiliser un générateur de nombres aléatoires qui produit des valeurs prévisibles ?
A. CWE-330
B. CWE-339
C. CVE-2008-0087
D. CVE-2008-2020"	A					A
"Question : Laquelle des vulnérabilités suivantes implique l'utilisation prévisible de séquences TCP ?
A. CVE-2008-3612
B. CVE-2008-4905
C. CVE-2008-4929
D. CVE-2008-5162"	A					A
"Question :
Quelle conséquence commune peut entraîner une entropie insuffisante dans un générateur de nombres pseudo-aléatoires (PRNG) ?

A. Fuite d'informations
B. DoS : plantage / sortie / redémarrage
C. Augmentation de la consommation de mémoire
D. Révélation de clés de sécurité"	B					A
"Question : Selon le texte, quelle est la conséquence potentielle de l'utilisation d'une source d'entropie limitée dans un générateur de nombres aléatoires ?
A. Le générateur pourrait produire des nombres aléatoires prévisibles.
B. Le générateur pourrait générer des nombres non aléatoires.
C. Le générateur pourrait se bloquer ou planter.
D. Le générateur pourrait consommer trop de ressources."	A					A
"Question : Quel est le type de conséquence courante de l'épuisement des nombres aléatoires ?
A. Déni de service (crash/sortie/redémarrage)
B. Fuite d'informations
C. Attaque par force brute
D. Altération de données"	A					A
"Question : Selon le texte, quelle est une mitigation potentielle pour les problèmes d'entropie ?
A. Utiliser des produits conformes à FIPS 140-2
B. Consulter FIPS 140-2 Annexe C
C. Utiliser un PRNG qui se réinitialise automatiquement
D. Tout ce qui précède"	D					D
"Question :
Quelle est l'une des mesures d'atténuation potentielles pour CWE-337 ?

A. Réutiliser les graines PRNG
B. Utiliser des produits conformes à FIPS 140-2
C. Initialiser PRNG à partir de l'ID de processus
D. Utiliser un PRNG qui se réamorce périodiquement"	B					Flagged
"**Question :**

Quelle est la conséquence potentielle d'un PRNG faible sur la sécurité ?

**A.** Aucun impact
**B.** Affaiblissement des méthodes de cryptage
**C.** Augmentation de la puissance de traitement nécessaire
**D.** Diminution de l'entropie du système

**"	B**					Flagged
"Question : Quel est un moyen de mitiger une espace de graines trop petit dans un générateur de nombres pseudo-aléatoires (PRNG) ?
A. Utiliser des algorithmes non éprouvés avec des graines de longueur adéquate
B. Utiliser des produits conformes à FIPS 140-2
C. Choisir un PRNG qui se réensemence à partir d'une sortie pseudo-aléatoire de haute qualité
D. Nécessiter l'utilisation de matériel pour générer des nombres"	C					Flagged
"Question : Quel est le type de faiblesse décrit dans le texte ?
A. Predictable from Observable State
B. Brute Force
C. Predictability problems
D. Small Seed Space in PRNG"	A					A
"Question : Dans quel cas est-il possible de réduire la prévisibilité des valeurs générées par un générateur de nombres aléatoires ?
A. En augmentant l'entropie utilisée pour initialiser le générateur
B. En utilisant des produits conformes à la norme FIPS 140-2
C. En réinjectant des valeurs pseudo-aléatoires de haute qualité dans le générateur
D. En consultant l'Annexe C de la norme FIPS 140-2"	C					A
"Question : Dans quelle taxonomie l'auteur a-t-il classé ""Utilisation de valeurs insuffisamment aléatoires"" ?
A. CWE-345
B. PLOVER
C. OWASP Top Ten 2004
D. FIPS 140-2"	B					A
"Question : Quel CWE est lié au concept de ""validation d'origine"" ?
A. CWE-4
B. CWE-346
C. CWE-495
D. CWE-111"	B					B
"Question :
Quelle est la description de la CWE-346 ?
A. Vérification insuffisante de l'authenticité des données
B. Validation erronée de l'origine
C. Faux affichage des informations critiques de l'interface utilisateur
D. Fixation de session"	B					A
"**Question :**

Quelle est la conséquence courante de l'utilisation d'une source de données moins fiable ?

A. Modification des données
B. Contournement des mécanismes de protection
C. Suppression des données
D. Vol d'identité

**"	** B					A
"Question :
CWE-350 concerne principalement quel type de problème ?

A. Traitement incorrect de données inversées non fiables
B. Acceptation de données externes non fiables avec des données fiables
C. Vérification insuffisante de l'authenticité des données
D. Manipulation de fichiers de configuration modifiables"	A					C
"Quelle est la description sommaire de la vulnérabilité CWE-352 ?
A. Vérification insuffisante de l'authenticité des données
B. Conflit d'interprétation
C. Téléchargement non restreint de fichiers dangereux
D. Faux positif"	A					A
"Question : Quel est le point faible de la protection contre les attaques CSRF dans le code PHP fourni ?
A. La validation de la session ne se fait que sur une seule page.
B. La validation de la session n'utilise pas le mécanisme de jetons.
C. Le code PHP ne prend pas en compte les requêtes provenant d'autres domaines.
D. Le code HTML permet aux attaquants d'insérer du code JavaScript malveillant."	D					B
"Question : Quelle est la faille de sécurité décrite dans le texte ?
A. Injection SQL
B. CSRF
C. XSS
D. Déni de service"	B					A
"Question :
Quelle technique de défense contre le CSRF peut être contournée en utilisant des techniques XSS (CWE-79) ?
A. Utilisation du nonce unique
B. Confirmation séparée pour les opérations dangereuses
C. Méthode ""double-submitted cookie""
D. Vérification de l'en-tête HTTP Referer"	D					D
"**Question :**

Quelle est la catégorie OWASP Top Ten 2010 dans laquelle s'inscrit la vulnérabilité ""Insecure Interaction Between Components 8001030"" ?

A. A1
B. A2
C. A3
D. A5

**"	** D					A
"**Question :**

Selon le texte, quelle est la principale raison pour laquelle les sommes de contrôle sont importantes dans les protocoles de transmission ?

**A.** Elles permettent de vérifier l'intégrité des données pendant la transmission.
**B.** Elles empêchent toute modification non autorisée des données.
**C.** Elles accélèrent le processus de transmission de données.
**D.** Elles réduisent la taille globale des messages de données.

**"	A**					A
"Question : Quel aspect est crucial pour atténuer l'impropre validation de la valeur de contrôle d'intégrité ?
A. Ajout d'une somme de contrôle adaptée au protocole
B. Implémentation correcte des sommes de contrôle
C. Vérification des variables d'environnement
D. Manipulation des jetons de données côté client"	A					B
"Question :
Quelle est l'une des conséquences possibles des faiblesses du texte ?

A. Injection de nouvelles données provenant d'une source non valide
B. Corruption des données analysées et utilisées
C. Dissimulation des activités
D. Impossibilité de déterminer les modifications apportées aux données après leur envoi"	A					B
"Question : Quel est l'identifiant de la faiblesse décrite dans le texte ?

A. PLOVER
B. CWE-356
C. 356
D. Weakness Base"	C					B
"Question : Laquelle des options suivantes est une conséquence commune de la faiblesse CWE-357 ?
A. Déni de service
B. Non-répudiation
C. Fuite de mémoire
D. Attaque par injection SQL"	B					Flagged
"Question : Parmi les vulnérabilités suivantes, laquelle permet la falsification des messages VoIP ?
A. CVE-2005-0198
B. CVE-2005-2181
C. CVE-2004-2163
D. CVE-2005-2298"	B					Flagged
"Question : Quelle est la CWE associée à la faille de sécurité décrite dans le texte ?

A. CERT Java Secure Coding ENV02-J
B. 359
C. PLOVER
D. Implémentation inadéquate du contrôle de sécurité de la norme"	B					B
"Question :
Lequel des éléments suivants peut conduire à un risque de sécurité des données privées ?

A. Accès limité aux ressources où les données sont stockées
B. Confiance déplacée envers l'environnement d'exploitation
C. Réglementation stricte de la collecte et de la gestion des données privées
D. Utilisation de numéros d'identification privés basés sur les numéros de sécurité sociale"	B					Flagged
"Question : Quel choix représente l'une des conséquences de la faiblesse CWE-360 ?
A. Gain de privilèges
B. Manque d'intégrité
C. Ejecution de code non autorisé
D. Toutes les réponses ci-dessus"	D					D
"Question : Quelle est la mitigation potentielle recommandée pour la vulnérabilité décrite dans le texte ?
A. Ajuster les paramètres du compilateur
B. Ne jamais faire confiance aux informations contenues dans un événement pour la sécurité
C. Désactiver la mise en cache
D. Mettre à jour le système d'exploitation"	B					B
"Question : Laquelle des catégories suivantes ne fait pas partie du classement CWE ?

A. State Issues
B. Time and State Issues
C. Concurrency Issues
D. Resource Issues"	D					Flagged
"Question : Selon le texte, quel est l'un des types de conséquences courantes d'une condition de concurrence ?
A. Modification de fichiers ou de répertoires
B. Accès aux données de l'application
C. Arrêt, redémarrage ou plantage
D. Fuite de mémoire"	C					Flagged
"Question : Laquelle des techniques suivantes est utilisée pour détecter les conditions de concurrence ?
A. Essais flous (fuzzing)
B. Essais de stress
C. Injection de défaut
D. Insertion de points d'arrêt"	B					Flagged
"Question : Quelle est la cause de la vulnérabilité décrite dans le texte ?
A. L'absence de verrouillage pour empêcher les requêtes simultanées
B. Le manque de synchronisation entre les appels de fonction
C. La défaillance de la base de données à traiter les requêtes
D. L'utilisation d'un mécanisme de synchronisation inefficace"	A					Flagged
"Question :  Lequel des éléments suivants n'est PAS une CVE mentionnée dans le texte ?
A. CVE-2007-3970
B. CVE-2008-2958
C. CVE-2009-4632
D. CVE-2009-3547"	C					Flagged
"Question : Quelle est une technique pour éviter l'exécution concurrente non sécurisée (CWE-362) dans l'implémentation ?
A. Utiliser un mutex
B. Désactiver les interruptions ou les signaux
C. Utiliser le modificateur de type volatile
D. Créer des comptes isolés avec des privilèges limités"	A					Flagged
"Question : Quelle est la CWE associée aux variantes Time-of-check Time-of-use (TOCTOU) ?
    A. CWE-361
    B. CWE-366
    C. CWE-367
    D. CWE-421"	C					Flagged
"Question : Quel est le numéro de la vulnérabilité CWE qui traite des conditions de course permettant de suivre les liens ?
A. CWE-362
B. CWE-363
C. CWE-661
D. CWE-662"	B					Flagged
"Question : Quel(s) type(s) d'informations confidentielles peuvent être compromis par CWE-363 ?

A. Nom d'utilisateur
B. Mots de passe
C. Adresses e-mail
D. Tous les types énumérés"	D					Flagged
"**Question :**

Quel élément de la liste suivante n'est PAS une faiblesse liée aux liens symboliques ?

**A.** CWE-59
**B.** CWE-364
**C.** POS35-C
**D.** Race condition lors de la vérification de l'existence d'un lien symbolique

**"	B**					D
"Question : Selon le texte, quelle action peut entraîner une ""signal handler race condition"" ?

A. Définir le même gestionnaire de signal pour plusieurs signaux
B. Utiliser des fonctions non réentrantes dans un gestionnaire de signal
C. Définir le pointeur vers NULL après l'avoir libéré
D. Toutes les réponses ci-dessus"	D					D
"Question : D'après le texte, quel type de vulnérabilité le code suivant présente-t-il ?

A. Dépassement de capacité mémoire
B. Dépassement de tampon d'entier
C. Double libération
D. Corruption de la mémoire"	C					D
"**Question :**

Dans le code C suivant, quelle est la condition qui détermine l'exécution de ""One option"" ou ""another option"" ?

A. La valeur de sb->st_ctime est divisible par 2
B. La valeur de sb->st_ctime est impaire
C. La valeur de sb->st_ctime est divisible par 3
D. La valeur de sb->st_ctime est paire

**"	** B					A
"Question : Quelle est la solution recommandée pour atténuer les conditions de concurrence Time-of-check Time-of-use (TOCTOU) ?
A. Créer des contrôles de cohérence de verrouillage des ressources
B. Utiliser la fonctionnalité de verrouillage
C. Créer des indicateurs et des signaux
D. Aucune de ces réponses"	B					A
"Question : Quel terme alternatif est utilisé pour désigner la condition de course Time-of-check Time-of-use (TOCTOU) ?
A. TOCCTTOU
B. TOCCTOU
C. TOCTTOUUU
D. TOCT"	B					B
"Question : Laquelle des situations suivantes a le plus grand risque d'entraîner une condition de course TOCTOU ?
A. Utiliser lstat() pour vérifier la modification d'un fichier avant de le mettre à jour
B. Utiliser access() pour vérifier les autorisations d'un fichier avant de l'ouvrir
C. Utiliser fstat() pour vérifier la modification d'un fichier après l'avoir ouvert
D. Utiliser une vérification d'horodatage pour empêcher les attaques par rejeu"	B					A
"**Question :**

Quelle est la première action conseillée pour atténuer les vulnérabilités TOCTOU ?

**A.** Réexécuter la vérification après l'utilisation
**B.** Ne pas effectuer de vérification avant l'utilisation
**C.** Limiter l'interférence entre les opérations sur les fichiers
**D.** S'assurer que le verrouillage se produit avant la vérification

**"	B**					C
"Question :  Quelle est la description de la vulnérabilité CWE-368 ?
A. Une course à l'état dans laquelle un attaquant peut modifier le comportement du produit pendant un changement de contexte.
B. Une course à l'état dans laquelle un attaquant peut accéder à des ressources système sans autorisation.
C. Une faille de sécurité qui permet à un attaquant de créer des liens symboliques malveillants.
D. Une vulnérabilité qui permet à un attaquant de contourner les contrôles d'accès."	A					A
"Question : Quel type de condition de course est associé à la PLOVER ?
A. Condition de course de changement de contexte
B. Condition de course TOCTOU
C. Condition de course de division par zéro
D. Condition de course d'accès concurrent"	A					B
"Quelle est l'erreur qui se produira si l'on essaie de diviser un nombre par zéro dans la deuxième fonction C++ ?

A. ArithmeticException
B. DivideByZero
C. Division by zero attempted!
D. Aucune erreur"	B					A
"Question : Quelle erreur CVE entraîne une division par zéro lorsque la valeur de hauteur est égale à 0 ?
A. CVE-2007-2723
B. CVE-2007-2237
C. CVE-2007-3268
D. CVE-2007-4444"	B					A
"**Question :**
Quelle est la conséquence courante liée à l' accès non contrôlé résultant de ce problème ?

**A.** Modification des données d'application
**B.** Usurpation d'identité ou obtention de privilèges
**C.** Divulgation de données confidentielles
**D.** Vérification incorrecte des certificats

**"	B**					B
"Question : Quelle est la conséquence courante pour la CWE-372 ?

A. Violation de confidentialité
B. Atteinte à l'intégrité
C. Déni de service
D. Élévation de privilèges"	B					A
"Question :
Quelle est la conséquence possible de l'envoi d'objets modifiables non clonés à une méthode non fiable ?

A. Déni de service
B. Modification de la mémoire
C. Injection de code
D. Dépassement de mémoire"	B					B
"Quelle est la vulnérabilité CWE de l'exemple de code fourni ?
A. CWE-374
B. CWE-384
C. CWE-394
D. CWE-404"	A					A
"Question :
Quelle technique est utilisée dans le code pour se prémunir du CWE-375 ?
A. Pass in data which should not be altered as constant or immutable
B. Clone all mutable data before returning references to it
C. Pass in data which should not be altered as constant or immutable and Clone all mutable data before returning references to it
D. Ne pas se prémunir du CWE-375"	B					C
"Question :
Quelle mitigation potentielle est recommandée pour éviter les modifications indésirables des données renvoyées par les fonctions ?
A. Passer les données à modifier en tant que constantes ou immuables
B. Modifier toutes les données mutables avant de renvoyer des références à celles-ci
C. Cloner toutes les données mutables avant de renvoyer des références à celles-ci
D. Ne pas renvoyer de références à des données mutables"	C					Flagged
"Question : Laquelle des fonctions suivantes appartient au groupe 1 des fonctions de création de fichiers temporaires ?
A. GetTempFileName()
B. fopen()
C. tmpnam()
D. mkdtemp()"	C					A
"Question :
Selon le texte, quelle est l'une des conséquences possibles de la création de fichiers temporaires avec des autorisations non sécurisées ?
A. Attaques par élévation des privilèges
B. Attaques par déni de service
C. Corruption de données
D. Injection de code"	B					Flagged
"Question :  Lequel des choix suivants est considéré comme une pratique sûre pour créer des fichiers temporaires ?
A. tmpfile()
B. mkstemp()
C. createTempFile()
D. new File()"	B					Flagged
"Question : Quelle est la faiblesse identifiée dans le texte ?
A. Création de fichiers temporaires sans contrôle d'accès
B. Lecture de fichiers temporaires sans autorisation
C. Modification de fichiers temporaires par un attaquant
D. Suppression de fichiers temporaires sans précaution"	A					Flagged
"Question : Lequel des éléments suivants n'est PAS une mesure de sécurité pour les fichiers temporaires ?
A. Utiliser un nom de fichier aléatoire
B. Utiliser les bonnes permissions de fichier
C. Laisser le fichier accessible à tous les utilisateurs
D. Ouvrir le fichier avec un accès contrôlé"	C					Flagged
"Question : Selon le texte, quelle action peut être effectuée par un attaquant si les fonctions de fichiers temporaires vulnérables sont utilisées ?
A. Créer des fichiers temporaires dans des répertoires partagés
B. Lire les données d'application de fichiers temporaires
C. Supprimer les fichiers temporaires
D. Ouvrir des nouveaux fichiers temporaires"	B					Flagged
"Question : Quel est le type de vulnérabilité liée au point faible CWE-382 ?
A. Dépassement de mémoire tampon
B. Injection SQL
C. Attaque DoS
D. Déni de service"	C					Flagged
